movie,title,rate,author,date,content,label
CatchMeIfYouCan,Leonardo is Superb,43748,Boyo-2,24 January 2003,"Fully realizing the acting opportunity he was given, Leonardo acts his tail off in this true story of a real crook. He's not as cold-blooded as, say, Angelica Huston in ""The Grifters"", but he's ruthless, unstoppable and sharp as a tack. In many ways, he was just ahead of his time. Today he'd be on talk shows bragging about his conquests and would seem right in time. Back then people were more decent and trusting and he was able to exploit that.

Steven gives the movie a lot of style. It all looks and feels correct to the period but you are not assaulted w/this.

Christopher Walken, Martin Sheen and Jennifer Garner are terrific too. Even Tom Hanks doesn't come across as annoying and self-important as he usually does.

Leo baby, I missed you. Thanks for coming back to the big screen. 9/10.",pos
CatchMeIfYouCan,My Favorite Steven Spielberg Movie!,43748,cinephile-27690,8 July 2018,"I got this at a garage sale, and I am so glad that I did! While the beginning may seem slow at first, this incredible true story of a minor who frauds over millions of dollars while gaining 3 careers is sure to enthrall you.

I myself was enthralled with it my first time and spent MONTHS telling about it to nearly all who crossed my path. I saw it with a friend and he loved it too.

Recently, at tech school, I brought it to show my class and they ALL thought it was the bomb! A classmate even asked me the next day if he could borrow it to show it to one of HIS friends.

The disadvantage to showing it in class was that they kept yapping their lips: ""Oh, is this going to happen?' ""How did he escape that plane bathroom?"" blah blah blah-and they would know if THEY WATCHED THE DANG MOVIE AND SHUT THEIR TRAPS!

So shut yours and witness this modern masterpiece, and let it play out-and do not miss it! Catch this movie if you can! :)",pos
CatchMeIfYouCan,Masterpiece,43718,JokerMichel,12 May 2018,"This is what you get when two great actors like Leonardo DiCaprio and Tom Hanks play together in a movie under Steven Spielberg's direction
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,A pure definition of entertaining movie.,43748,MplusA92,4 January 2018,"This movie simply combine all the factors of a successful movie, like talented actors, great directing, fascinating 60's scenes, catching story and happy ending.

I believe this movie should remain in the memory of everyone who watches it, and it has to be watched by every interested person in movie making. The brilliance of Spielberg meets the talent of DiCaprio and Hanks to come out with that masterpiece.

You will enjoy each and every aspect of that movie, you can watch it in whatever mood you are in, and still you will see the beauty in it. You may even watch it more than once and you will never get bored of it.

Finally, watch it now.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,Fun and entertaining!,43718,TheTopDawgCritic,11 July 2017,"I'm shocked this is a Steven Spielberg film. I had no idea he would direct something out of his crazy wheelhouse, but nevertheless, it was executed perfectly.

When you have an all star A-list cast such as Leonardo DiCaprio, Tom Hanks, Christopher Walken and Martin Sheen, what you end up is a film that is a fun ride and very entertaining!

Leo DiCap's role was played perfectly and very convincing in every disguise.

Not a unique film by any means, but certainly this one played out quite well.

It's a 9/10 from me!
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,A fun ride the whole way through!,43718,ianh-75355,10 July 2017,"Leo created the perfect character for Mr. Abagnale and it was wonderful to see all the crazy things he pulled off. Most of the time when I was watching this movie and Leo executed some incredible action I couldn't help but smile and say ""No way!"" I'd highly recommend this movie to any looking to have a great time watching an excellent film from the marvelous Mr. Spielberg.

Christopher Walken did a superb job as the father, he's not the traditional mentor and it works extremely well in this movie.

Tom Hanks does a marvelous job portraying the agent trying to catch Abagnale and his mind games work perfectly through every scene. His darker sense of tone works against the light hearted Abagnale.

Leo is one of my favorite actors and this just amplified my belief in him. He is so charismatic in every role and this one is no different. Not much else to say, it's Leonardo DiCaprio!",pos
CatchMeIfYouCan,Worth a watch but not a must-see,43656,blumdeluxe,4 December 2016,"One of the most important things a film should offer its audience is surely a story worth being told. ""Catch me if you can"" definitely achieves this. The story of a charming fraud, a young man that starts his career in crime out of desperation and boredom and achieves everything a regular man or woman can only dream of without really hurting anyone. The story of a most unlikely friendship between two men that play cat and mouse with each other for such a long period of time that they finally come to respect each other.

While the story thus has a lot to offer, there are also some points that prevent this movie to really become a classic in my eyes. The characters, apart of DiCaprio's one appear a bit flat and one-dimensional and not much effort was put into their development. Some exaggerations further lead the way into a movie that's definitely entertaining, more so than many other blockbusters, but that in the end doesn't really leave a huge impact as well.

Well worth a watch for an entertaining evening but not a must-see in my opinion.",neg
CatchMeIfYouCan,One Of The Best Biographical Films,43718,ionisz,6 July 2016,"""Catch Me If You Can"" is one of the Steven Spielberg's gorgeously crafted real life adaptations, along side with ""Schindler's List"" and ""Saving Private Ryan"". The only major difference between ""Catch Me If You Can"" and the other two is that this is obviously the only one with humorist moments, but not because of intended comedy, which is none, but due to one of Leonardo Di Caprio's most interesting and charming characters, Frank William Abagnale, all combined with the hilarious moments.

This movie also features Christopher Walken in almost his best acting performance, as Frank Abagnale. Just like in Quentin Tarantino's ""Pulp Fiction"", Walken touches us only by saying a few words, and so, he is simply magnificent. Furthermore, we have Tom Hanks, which fits perfectly in his role. A no-sense-of-humor federal agent, devoted and implicated in finishing his task? Hanks is definitely the best choice.

To conclude, ""Catch Me If You Can"" is another entertaining, effortlessly watchable Steven Spielberg film, that catches us in a lot of positive ways.",pos
CatchMeIfYouCan,"Catch Me If You Can is an absolute blast to watch with a big bag of popcorn, but its also an impressive work of dramatic film that ranks with Spielberg's best",43748,luke-a-mcgowan,27 March 2016,"Steven Spielberg frequently adds the father-son element into his films, but rarely is it as strong as it is in this movie. It never stops being flashy and fun as Abagnale embezzles and defrauds his way around the country, but Spielberg wedges that family angle in there and suddenly the film changes. It becomes about a boy in denial of his parents breaking apart and he thinks that by getting all this money he can push them back together. For all of his fake titles and wealth, he's just a sad kid trying to make his father proud of him.

DiCaprio's performance is essential to that focus. He's a perfectly glitzy casting choice to play someone who weaves his way through the world on his charms, but his emotional distress at the shattering of his world is much more important. Of a hefty supporting cast, Christopher Walken shines as Frank Abagnale Sr, an infinite sadness appearing in his piercing eyes as he observes his renegade son during their many meetings. Amy Adams is a delight as the bracey, ugly duckling Brenda, and Martin Sheen adds considerable heft to the film as her father. Tom Hanks goes toe to toe with DiCaprio all throughout and makes for some of the best moments.

All of the con scenes are superbly written, directed and shot, with lingering shots on DiCaprio's unblinking charm and clever movements disguising things to be hidden. The first meeting between Hanks and DiCaprio is a classic scene in its own right. The dialogue is so clipped and so well-written that it seems perfectly reasonable not to, say, open a wallet or trust a man's word. The scene in which DiCaprio escapes through a police blockade is superb, with the camera focusing on all the minute clues and then ending with that plane takeoff. The whole thing is timed to perfection.

Catch Me If You Can is an absolute blast to watch with a big bag of popcorn, but its also an impressive work of dramatic film that ranks with Spielberg's best.",pos
CatchMeIfYouCan,Catch It Anywhere It Is Shown.,43718,anaconda-40658,20 March 2016,"Catch Me If You Can (2002): Dir: Steven Spielberg / Cast: Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Amy Adams: Clever true story of the things that compel us to survive. Leonardo DiCaprio plays Frank Abagnale, the youngest person to appear on the F.B.I. most wanted list. His father was arrested for tax fraud, which led to the loss of their home and a divorce soon afterwards. Frank splits and learns the art of impersonation and becomes an airline pilot, a professor, and a medical physician all while dodging the law. Great work by Steven Spielberg who also scored with Minority Report the same year. DiCaprio is superb with the impersonations and lifestyles as he attempts to elope as well as stay ahead of authority. Tom Hanks is funny as an F.B.I. agent propelled by his unwillingness to be outsmarted. This leads to a lot of humour and an unlikely respect. Christopher Walken is terrific as Frank's father whom himself was a fraud but not as successful as his son. His wife is having an affair, which trails to his unfortunate fate. Martin Sheen appears as a potential in-law who sees through DiCaprio. More of Sheen would have been great. Amy Adams plays a nurse whose abortion caused a division between herself and her parents until DiCaprio enters their lives. It seems to reference old spy films, and is styled similar to The Pink Panther and equally curious. Score: 9 / 10",pos
CatchMeIfYouCan,Super movie,43718,jamprin,6 March 2016,"This movie catch me on my seat from the first minute. Every minute had something to show us.

Tom Hanks, as one of my favorite actors, made an exceptional acting here.

Leo DiCaprio had a pretty cool character and it was very good performed.

The story of Frank Abagnale is very interesting as the whole movie, the script was very well adapted from the book.

I recommend it

9/10
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,A must-see,43718,operator-16,13 March 2016,"I liked almost everything of this movie. Acting is superb (Tom Hanks, Leonardo DiCaprio, and Christopher Walken: do I need to say more?), Spielberg's direction is flawless, music is interesting and adds the right amount of tension.

The story tells of (real-world) con artist Frank Abagnale, of his complicate family and the reasons pushing him into a criminal life while still very young. The movie is brilliant, at times entertaining in showing how our reality is partly made of paperwork and false perceptions. At other times, I found it intense and emotional in representing the struggle of Frank's father to emerge from his low social condition out into the ""little club"" of those ""who have everything"". Overall the movie is very balanced and I would not have minded watching some 30 minutes more of it.

My advice: absolutely watch it, even multiple times to spot some more visual details.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,A Great Work by LeonardoDiCaprio,43718,chitwaniit,27 February 2016,"The movie is yet another great one by DiCaprio.The title of the movie itself temped me to watch it at first.Its a great blend of con tricks that keeps you attracted throughout the movies.Though its a little old movie for now but its appreciably entertaining.The most beautiful part of the movie is that its based on a true story.The slight emotional blends in between that guide the storyline of the movie was real success.Personally,I am a lover of Drama,Thriller,or Action but this ,though completely different Genre,that I stated above was equally entertaining.Overall,I would call for this movie as a must watch in lifetime.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,A worthy man falls in his right place!,43718,muvi-fan-73,31 January 2016,"Catch me if you can is a movie about a con man played by Leonardo DiCaprio. The story portrays how he is close to his father, also via incidents where his mother takes him out via bail in bits and parts.

The nature of con that he is an expert at is fake paper work (mainly bank cheque's). When it comes to be a con his talent is unparallel. He cheats students, women, his family and government particularly. He is finally arrested and is freed in returning help to government. Officer who gets him caught adopts him as well.

Pros: Superb direction by Steven Spielberg as always, his movies with emotional content are worth praising (extra marks for that). Superb acting by all leads, highly powered -emotions and thrill between Frank Abagnale Jr. (con) and Officer Carl Hanratty, raise height of biography.",pos
CatchMeIfYouCan,This movie is the second mouse,43718,gere-c,1 December 2015,"Catch Me If You Can can be a smart movie, funny and at the same time light to watch. Its two hours and twenty go ""flying"", he does not feel, so much that you can have fun and hold this film.

He has a very good plot, with good performances - mainly DiCaprio and Christopher Walken -, DiCaprio because commanded sensationally the movie showing multiple identities, knowing to be a character with a lot of insight to act in many different ways and in many different situations. And Walken manages to come because he transpose his emotion in your life with a lot of problems. Tom Hanks had a good performance, but when I think of his performances in The Terminal or Forrest Gump, which were sensational, in Catch Me If You Can not seem so great, but also is very good.

The direction was very good. I'm no fan of Spielberg in particular, but I recognize that he has great movies, so that i've watched a lot and I liked the most. This was no different a light direction, which does not force the bar to the viewer. Knowing how to be smart, know how to be subtle, knows how to be funny. Although I found some unnecessary scenes on the life of Frank Jr., which lengthened a little movie, but nothing that hinders the viewer, the film still holding you from start to finish, no doubt.

Overall, this is it, it is nothing revolutionary in the cinema, but still, it's a great film by a great director, is very light to watch and you probably do not feel the time passing.",pos
CatchMeIfYouCan,Perfection,43748,kevinthompson-42619,17 November 2015,"Catch Me If You Can ""is one of those movies that show exactly how good of a storyteller Steven Spielberg actually is. The strong feature of this film lies in the quality of its actors. The chemistry between the protagonists is extraordinary, and how could it not be when we have two leading men who do not stop to thrill us from project to project. Leonardo DiCaprio is phenomenal as a very clever but emotionally weak guy, while Tom Hanks is brilliant as the agent and provides an excellent complement to Leo's character. Christopher Walken is really impressive in the role of Frank's father and gives a high quality performance. ""Catch Me If You Can"" contains all the elements a top film should possess.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,"Classy, Excellent and Triumph Movie !!",43748,kingofthievesgems,15 October 2015,"What an amazing movie. Another masterpiece of Leonardo DiCaprio. Really Leonardo has done best to make this movie a super classy, triumph movie! The directors, writers, and actors have done excellent work and finally made this movie a top class loving and suspense full movie. Also because of true events, this movie is liked and anticipated by people. Because when you know that this was happened in real life then you get excited and think about reality that how did this person do in real life! This movie is seriously a triumph in Hollywood and any movie who have done good in Hollywood it has done good in whole world because Hollywood is of course the best industry in whole world. So i was saying about this film that the plot and story of this movie and like, from beginning to ending, the actors and story-line is superbly on balance. The suspense of this movie and excitements after every minute is truly admiring. So far I'd like to say that this movie in now in my most favorite movies list.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,Catch this sexy entertaining light crime caper now! Thanks Steven Spielberg yet again!,43748,Riddler2,3 September 2015,After the dark worlds Steven Spielberg imagined in AI Artificial Intelligence and Minority Report Steven Spielberg has fun again with this entertaining light bonbon of a film which has a lot of fun telling a serious story it feels like you're drinking a cup of tea and a biscuit with this film I know that might seem a bit silly but it is so light and frothy it entertains and charms you although there's a serious story to tell about fraud and investigative crimes It reminds of a style of film made in the 1960s but was old fashioned this is a rare style of film which does not get made any more this is the only film I have seen recently which is a serious story with a light undertone I enjoy the fast pace of the film You are running with Frank and Carl it is so fast paced boom boom boom etc run run run you have to pay attention with the film other wise there is no enjoyment I do think if you come in at half a hour in it will bore you It does not for me but for 1st time viewers you might not like this film I love the energy of the film and light performances from Tom Hanks and Leonardo DiCaprio Christopher Wallken deserves a Honorable mention however for his stunning performance as Frank's father Oscar Winning in my opinion just beautifully devious and full of gleeful deception like he enjoys what Frank is doing impersonating a doctor a air line pilot a Lutheran etc Carl Hanratty's Character has a wicked sense of irony and is extremely dead pan about the whole situation he never enjoys the light comedic foreplay of Frank and his delicious enjoyment of evading the law because Frank Knows he is going to get caught he just wants to enjoy the moment while he can before his life escapes him he does not want to be classed and know as a criminal he is 17 years old he has his whole life ahead of him and that's why he does things quickly getting married getting many jobs as he can without telling anyone what he really is a con man Leo's Performance is one of pure genius and invention he can slip into any character or persona in a finger snap when he is coning everyone he is loving every minute of it when he is serious mainly with the scenes With Christopher Wallken he really acts and understands the brevity and the consequences of his actions it is a extraordinary performance of real style and sophistication I love the sexiness of the cinematography and music it looks sexy and retro and really old fashioned The music has a sexiness and a coolness almost erotic in it's performances on the saxophone Stunningly sexy and erotic sax solos by Dan Higgins Just Incredibly sexy and erotic almost soothing like a love poem The film's style and shot composition has a stunning hint of sexuality in the clothes the characters and how the women are perceived All the women as Soon as Frank meets them swoon all over him and have sex with him he is a elusive man a real smooth classy man which is a rare commodity these days! I can't not mention the really sexy erotic score by John Williams which is a beautifully stunningly sexy showcase for the saxophone just beautifully erotic and sexy which is really interesting for John Williams because it is rare for Him and Steven Spielberg to direct and compose a score for a film like this they have not made a film like this recently a sexy erotic score with almost no other musical accompaniment the stunningly sexy saxophone solos are beautifully composed and painstakingly planned and timed to perfection just classy and sexy Thanks John Williams yet again it is an beautifully gorgeous sexy sophisticated score and your outstandingly beautifully sexy musical contribution to the film is undeniably perfection sheer perfection! Thank You Steven Spielberg for making a wonderfully entertaining light breath of air of a film after the darkness that prevailed AI and Minority Report Steven Spielberg lightens the mood with Catch Me if you can he entertains and really thrills you with the most sexy crime caper I have ever seen!,pos
CatchMeIfYouCan,"Unlike it's main character, this film is exactly what it wants to be!",43718,kieranbattams,13 April 2015,"There are a lot of classics i have been wanting to see but haven't got the chance. I have had a lot recommended to me, whilst i watch a hell of a lot of movies i haven't seen them all. I recently got my hands on a copy of Catch Me if You Can and had high hopes. Afterall, i've heard nothing but praise for the movie and the two main stars Leonardo Dicaprio and Tom Hanks are two of my all-time favourite actors, how could i not love this?! So i watched it.. and i love this film! It had me hooked in from beginning to end and I couldn't take my eyes off of the screen. It was a fun movie as well as one that just keeps you wanting to know more and guessing how it will end for the characters.. especially Leonardo Dicaprio's Frank Abangale Jr.

The plot follows Frank who leaves home at 16 after his parents divorce and poses as a pilot.. then a doctor.. then a lawyer.. all before he turns 21. I tell you, this guy has lived. Hot on his tail is an equally brilliant Tom Hanks as FBI detective Carl Hanratty who figures out Abangale's tricks through a series of fake cheques he is cashing out. This leads to an entertaining cat and mouse type movie full of twists and turns. The two actors play off of each other perfectly and are two completely different characters. What i like about Leonardo Dicaprio's portrayal of Abengale is that he is an incredibly smart guy and he is so good at showing this without completely overplaying himself. Christopher Walken also does great as Abengale's father and adds some moral backbone to the twists and turns and we get a young Amy Adams who is also great as Abengale's love interest

Everybody in this film does great.. in fact.. even a Jennifer Garner cameo was awesome!

In the end, from the fitting music in the soundtrack to the animated opening sequence to the climax of the film everything was almost perfect and i will be watching this film a lot more times in my life because i had a great time and it really showcases why these 2 actors are 2 of the best working today. It comes highly recommended with the perfect blend of humour and entertainment.. if you haven't seen Catch me if you Can then see it now!",pos
CatchMeIfYouCan,Wonderful sense,43718,azizmansour10,22 March 2015,"love the relationship between the father and the son -lio-. the color was amazing in most scenes, I remember the first time I saw it , felt sad and happy at the same time , thank god he become a good man at the end :) this made me have closer with this picture , there is some jocks that are very funny , knock knock .. who is there F** u, its not that smart but made me chuckle the 70's theme is breathtaking, i cant get enough of it. the music was epic too, loved how it was handled. loved also the attention to the details. the actress was very good at the role of naive girl. the near sink dance by the older couple was very cute

at the end I concur :)",pos
CatchMeIfYouCan,The Return Of The Magnificent Adventure,43718,user-228-865581,2 February 2015,"Young, pure, wild, brave, intelligent, and Frank's magnificent adventure let people drunk in. At the age of 16, he relies on superhuman courage, imitation and interpersonal clever eyes color check forgery extract millions of dollars in just two years, disguised as a copilot pan American travel, the doctors and lawyers, also depend on their ability through the judicial examination.He was less than 18 years old, but like a 28-year-old man wandering between cars beauty,.

However, after him ,Carl isn't so good luck, is a dull personality, career and marriage failure, middle-aged men.Unpopular between colleagues, boss hated, daily work, is a workaholic.

Two people one after one escape, this is the natural enemy.On Christmas Eve, Carl's telephone always remind of, the end, is lonely, frank.Carl saw through his disguise, from the start he laugh to shoot a Frank confidence.However, it was from that moment on, Carl became depend on Frank.He is the only man Frank say one ""Merry Christmas"" at Christmas.He is the only man can let Frank willingly let Frank handcuffed himself;He is all the way from his illness and death on the edge of the foreign country home;He is on another lonely goes to the prison to see his Christmas;He is the man to Frank, a second life.He is the only one who see Frank the heart of children.He understood that, in the heart of Frank has always been longing for the warmth of family and family reunion.We saw Frank watch at mother's home town have a happy family.On the day the news of his father, standing in the snow outside the window and looked at mother happy new family, and the warm in the room is what he can never match, that the child's eyes, and couldn't help but tears, finally revealed an insecure fragile heart.Fortunately, he and Carl in the side, two people from the enemy to the friend, even the fathers and sons, also let gradually into the arcane master plot, A ray of sunshine into the dark.

We CAN see our shadow from Frank: young little.Future is so long, the world and how much pleasure, which have time to consider the consequences?So, we heartily squandering youth, escape may for all consequences and punishment. And Carl, that always behind us, let us always scary guy, just like a kind of responsibility, an obligation to do so.We can't escape forever, of course, but when I was young, who does not think his extraordinary, is the god care for?Until one day, we grow up, began to look back, only to find that we were very precious things would have been lost.At that moment, we all are Frank know father's death on the plane. How much regret, how much pain are irreversible established this facts.

Finally, we invariably captured by Carl, tidy up the past gained and lost, in the face of possible consequences and punishment.From that day on, we'll stay, stay in the Carl's side, and we said the day is called ""grow up"".",pos
CatchMeIfYouCan,"Catch Me If You Can and my nostalgic, retrospective thoughts...",43748,Burny18,21 November 2014,"All of us have different opinions, especially about movies and women.. but this film is definitely an all time favorite of mine.

Every now and then you probably feel like me, watching the collection of your watchlist movies again and again, over and over, never feeling bored of the past, craving to go back in time, and wishing that you could just see it again for the first time. The years go by and we get older, and your watchlist grows. At least that is the case with mine. Ever since I joined IMDb I have added some films that I saw to my watchlist. Although I do admit sometimes I forget to add films that I already saw. So far during my lifetime I have watched over 1400 movies if not more and I can tell you with confidence that this film is not something that is going to disappoint you. Retrospectively, 2002, seems a long way back even if some people say 'Darling, its as if 2002 was just 'yesterday'. I cannot put it into the span of this box how much happened since then...But the one I recall most recently, is that I have lost one of my favorite actors and I still sometimes feel like crying when I watch his movies, speeches, and stand-ups...Robin Williams and also the Hungarian equivalent of him an actor called Imre Bajor. I tend to get nostalgic from time to time; if most of you would know my age you would probably say I am still very young for that.. However, I cannot forget the joy some of these films like CMIYC gave me and the feelings that it conjured up in me as I was growing up. Catch Me If You Can ensures that the viewer is experiencing never ending excitement, thrill, and pure entertainment. This is mostly due to the fact that the script is extremely well written and tailored immaculately to the characters, and it all becomes realistic. The performance by the three major actors Leonardo DiCaprio, Tom Hanks, and Christopher Walken is truly off the charts. You know when sometimes you have a movie or TV-show where the cast just fits exactly like a puzzle? Well, I do and these three are meant to be on screen together as it is in Catch Me If You Can. In this film Tom Hanks is persevered,Christopher Walken is Mysterious as usual, and Leaonardo DiCaprio.. the lad who is an adventurer.

I do believe Hollywood should aim to go back towards making movies like this, I personally despise the fact and find it vile that we have all these supernatural, fantasy, space movies. I was never really a fan of Star Trek or any other 'battlestar galatica' movies...and hopefully, someday they will indeed produce films that are of such quality as CMIYC.

If you have not seen this movie yet...then waste no more time searching for another film to watch this December, or on this Sunday afternoon... and if you already seen it then you know how it is good and the environment which it should be watched in. To make it ideal...

I usually get some wood logs from outside, put it in the Fire place, get a hot chocolate, some popcorn/pistachios and lay back in your usual seat on the couch. For me it just matches the movie to watch it during the winter season... and if there is snow outside and you can hardly see out from your windows then you know its time.

I know that I did not provide any details to the plot or described what the movie is about, but I hope I got you into the zone of having a relaxed afternoon and I shared true honest feelings with you about how I feel when I watch movies.

Thank you so much for reading this 'review', (More like a 5 minute monologue) BD",pos
CatchMeIfYouCan,I love it,43748,mn310-89-267537,24 August 2014,"One of the great movies. Great actors. The best thing about this movie is that it is based on a true story. It is about a kid who is good at making fake checks and earning millions of dollars by pretending to work in different jobs. The first job was that he pretended to be a sub teacher at age 17. Then his father lost his business and the family had lost their house and became broke. When that happened the parents got divorced and the kid wasn't happy about it. So he ran away and depend on himself. He became so professional at making fake checks. He once pretended to be a co-pilot at Pan American World Airways. Then he pretended to be a doctor and a lawyer. While making fake checks the FBI started to notice that the kid had stolen millions of dollars and FBI started looking for the kid. That is why the name of the movie is Catch Me If You Can. Because all this time the FBI had been trying to catch him and they funny thing is that he got caught not in the United States, he got caught in France. I recommend this movie to everyone who are a fan of Tom Hanks.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
CatchMeIfYouCan,A complete laughter and entertainment dose !!,43687,ankitapasricha2209,21 August 2014,"This movie is a remarkable work by Spielberg. It is based on the true life story of Frank William Abagnale Jr. who himself plays a minor role in the movie as a French policeman. This only adds to the fascination and awe while watching the movie. The movie depicts how Frank disguises first as an Airline Pilot, then a doctor and later as a lawyer without any professional training in any of these fields. He was able to con a huge sum of money from various government authorities all around the world through his fake degrees, qualifications, payroll cheques etc. Leonardo Dicaprio's performance as Frank in the film was terrific and Tom Hanks' role as an FBI agent only adds to it. Frank's character in the film makes it seem absolutely believable that a man like him can lie, deceive and con almost everyone he meets. The most interesting part is to watch Frank disguise as a school teacher in high school so effortlessly . It is also amusing to watch him get away from the Airport so easily with eight of his selected stewardesses despite the presence of over a hundred officers at the Airport.

Overall, it is an exciting movie to watch that kept me engrossed throughout the movie. However, I feel that the movie very quickly digresses from the serious topics such as separation of the family, divorce, bankruptcy and their impact on the character of Frank although these were the real driving factors due to which he resorted to such a deceitful lifestyle. Also, the fact that Frank ends up well off in life even after he was caught, sort of glorifies his lifestyle. It is always a very pleasant change from the usual serious films to watch a bit of escapism and complete unrestricted freedom without instigating an inward desire to lead such a lifestyle.",pos
CatchMeIfYouCan,catch me if you can,43687,inneke_vierendeel,26 March 2014,"Release date: 25 December 2002 Lenght: 141 minutes Cast: Leonardo DiCaprio, Tom Hanks, Christopher Walken & Martin Sheen Director: Steven Spielberg Producer: Steven Spielberg, Walter F. Parkes Distributor: Dreamworks SKG Music: John Williams Screenplay writer: Jeff Nathanson, Stan Redding & Frank Abagnale

'Catch me if you can' is a crime drama film based on a true story. The movie is about the life of Frank Abagnale who had a very complicated life. There is a lot of action in this movie and it's really not boring. The movie was a success and also the real Frank Abagnale really liked the movie .

The movie is about a young man (Frank Abagnale) who is good at pretending to be someone else. One day his parents decide to divorce and Frank need to choose with which parent he wants to live. Frank doesn't want to make that decision and runs away. He doesn't have a lot of money so he starts to forge checks. He is very good in forging stuff so he forged his pilot certificate and became a co-pilot. The FBI discovers all the forged checks and they start to look for him without knowing who he really is and what he looks like. Carl Hanratty is an FBI fraud bank agent and he really wants to catch Frank, but catching Frank is not as easy as he thought. Meanwhile it gets a little risky for Frank to be a pilot so he decide to change jobs and he becomes a doctor. Frank is not afraid of the FBI and keeps forging checks and papers, but can he keep doing that?

The leadactor in this movie is Leonardo DiCaprio. DiCaprio has played a role in many movies like 'Titanic', 'Romeo+Juliet', 'The great gatsby'  Leonardo DiCaprio plays the role of Frank Abagnale in the movie and I think he is the perfect actor for that. The other leadactor is Tom Hanks. He has the role of the FBI-agent. Also Tom Hanks plays his role perfect, I think DiCaprio and Hanks are the perfect combination to make a movie together.

'Catch me if you can' is the perfect movie for people who like a little bit action, the movie is easy to understand and besides it is based on a true story! The storyline is really good and the actors are perfect for this movie, I would recommend this movie to everybody that I know!",pos
CatchMeIfYouCan,The movie leaves its taste on your filmy buds..,43718,jadejasidharaj,27 March 2014,"Catch Me If You Can

Listening the name of the movie at first, it didn't interest me much. But I had a damn keen interest in it. Tom Hanks +Leonardo DiCaprio and you get a direction from Steven Spielberg as a topping. What better a serving can you ask for.

First things first. Creativity of the movie takes you from the very first moment, when credits are shown. I mean thats what I love about Hollywood. They take their jobs so possessively. Even something as minor(in comparison to the hell lot of other things a movie includes) as starting credits are designed so creatively, so attractively, that you rarely see such stuff in the East. Then, talking about screenplay it was none the less just fabulous . You know movies of such kind..they make you feel right between those characters. You never feel you aren't a part of that movie. Such is the beauty of all the hard work, that even though watching it at mid night with college the next day,you don't feel to pause it for a moment. The guts of Frank William Abagnale are what took me by awe. His confidence he puts into whatever he says or does. Bravo to the thought improvisation in the script. And what brilliant execution.

What next hit hard was the relation between Carl(Tom Hanks) and Frank (Leo).When you are an ace thief the most faithful and trustworthy relation you can and you have is with the agent chasing you.It is true and is strong. Both of you stay committed to each other yet against each other.Also, this one really shows that you are what you believe at that moment.! Nothing else.

The end again had its complete touch and the few facts shown at the end about Mr. Frank added even more to what the movie had successfully portrayed. Loved it totally. And glad watched it.. ;)

Tom Hanks as always is lovable and even though you give him lesser screen space, he makes his presence felt so serenely. Leo . Well, watching his movies till yet and now this one, I'll just say he is one of those actors who are of a different league and always keep evolving themselves. Always Always fascinate you.! You just feel happy about yourself for watching them doing what they do best.!

Glorious movie.Must watch!!Steven Spielberg has done yet another simply amazing work directing this one.!",pos
CatchMeIfYouCan,The Satisfying Ironic: A Critical Review of Catch Me If You Can,43748,katehutton19,8 December 2013,"This film is a thoughtfully arranged drama-biographical narrative based on the life story of Mr. Frank William Abagnale, Jr. that tag-lines as, ""The true story of a real fake"". Although this story lacks violence, blood, murder, and other stereotypical understandings of this genre, this film reinforces its true crime integrity through the criteria use of narrative style, the text at the finale, the explanation for the evil, and the psychological understanding of this true, blue collar crime. All in all, this 2002 film, Catch Me If You Can, directed by Steven Spielberg cleverly captures the loopholes found in the criminal justice system, not only in the police force but the Federal Bureau of Investigation, making this film a true crime reflection as well as an explanation as to why the accessibility of actual criminal minds is necessary in these judicial forces to ensure safety and justice. This film is not only well written, entertaining, and includes a star-studded cast, but it also has a deeper meaning, a real life application, and new ideas for the viewer to think about after the credible finale; therefore ultimately earning my vote of a full, ten out of ten production.",pos
